,place_id,name,lat,lng,rating,user_ratings_total,price_level,formatted_address,global_code,compound_code,planning_area,brand,establishment,point_of_interest,store,food,health,restaurant,hospital,lodging,finance,cafe,convenience_store,clothing_store,atm,shopping_mall,grocery_or_supermarket,home_goods_store,school,bakery,beauty_salon,transit_station,place_of_worship,pharmacy,meal_takeaway,furniture_store,tourist_attraction,secondary_school,supermarket,doctor,shoe_store,dentist,jewelry_store,church,bank,primary_school,electronics_store,gym,spa,car_repair,pet_store,bus_station,university,park,general_contractor,subway_station,real_estate_agency,florist,hair_care,department_store,hardware_store,car_dealer,veterinary_care,travel_agency,bicycle_store,book_store,laundry,plumber,meal_delivery,lawyer,parking,mosque,physiotherapist,art_gallery,insurance_agency,bar,museum,storage,movie_theater,moving_company,liquor_store,gas_station,electrician,car_rental,locksmith,car_wash,post_office,embassy,night_club,fire_station,amusement_park,library,hindu_temple,local_government_office,funeral_home,bowling_alley,cemetery,aquarium,roofing_contractor,stadium,painter,courthouse,drugstore,campground,accounting,airport,zoo,casino,synagogue,premise,taxi_stand,police,light_rail_station,city_hall,train_station,natural_feature,subpremise,SUBZONE_NO,SUBZONE_N,SUBZONE_C,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C
0,ChIJ01fgzLUe2jERxlhvImcbZ7g,Quayside Isle,1.2476808,103.8420723,4.3,568.0,,"31 Ocean Way, Singapore 098375",6PH56RXR+3R,6RXR+3R Singapore,Southern Islands,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,SENTOSA,SISZ01,SOUTHERN ISLANDS,SI,CENTRAL REGION,CR
1,ChIJ1S4qfY8Q2jERgb68gskzUbo,Sime Darby Centre,1.3366443,103.7835965,3.7,437.0,,"896 Dunearn Rd, Singapore 589472",6PH58QPM+MC,8QPM+MC Singapore,Bukit Timah,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,SWISS CLUB,BTSZ02,BUKIT TIMAH,BT,CENTRAL REGION,CR
2,ChIJ1ZAIkrwZ2jERxtZGC1JnrHM,PoMo,1.3001916999999998,103.84922,3.8,1285.0,,"1 Selegie Rd, Singapore 188306",6PH58R2X+3M,8R2X+3M Singapore,Rochor,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,SELEGIE,RCSZ08,ROCHOR,RC,CENTRAL REGION,CR
3,ChIJ1ZYJOiAZ2jER1mvQqHstQII,LR boulangerie,1.2931776,103.8271938,4.3,12.0,,"491 River Valley Rd, #01-02 valley point shopping center, Singapore 248371",6PH57RVG+7V,7RVG+7V Singapore,Tanglin,,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,CHATSWORTH,TNSZ02,TANGLIN,TN,CENTRAL REGION,CR
4,ChIJ2Y1DYBI92jERlFUKKSznJrY,Tampines Hub,1.3531079,103.9403612,4.6,227.0,,"1 Tampines Walk, Singapore 528523",6PH59W3R+64,9W3R+64 Singapore,Tampines,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,TAMPINES WEST,TMSZ03,TAMPINES,TM,EAST REGION,ER
5,ChIJ34RyshcY2jERneNcLqsPK3o,City Plaza,1.3147643999999998,103.893408,3.8,1880.0,,"810 Geylang Rd, Singapore 409286",6PH58V7V+W9,8V7V+W9 Singapore,Geylang,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
6,ChIJ38pFVLEZ2jER0bD640NeLqs,Sultan Plaza,1.3030927,103.8619342,3.6,691.0,,"100 Jln Sultan, Singapore 199001",6PH58V36+6Q,8V36+6Q Singapore,Kallang,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
7,ChIJ3ShIxCc92jER20y0Rvqw-vc,N4 Neighbourhood Centre,1.3605239,103.9531662,4.2,137.0,,"Tampines Street 43, Singapore 520477",6PH59X63+67,9X63+67 Singapore,Tampines,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,TAMPINES EAST,TMSZ02,TAMPINES,TM,EAST REGION,ER
8,ChIJ3Wd2xqEQ2jERF5qZP76srqY,Second Avenue Junction,1.3298712,103.7996164,3.7,27.0,,"Bukit Timah Rd, 733, Singapore 269748",6PH58QHX+WR,8QHX+WR Singapore,Bukit Timah,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,CORONATION ROAD,BTSZ06,BUKIT TIMAH,BT,CENTRAL REGION,CR
9,ChIJ3Zrkj1IQ2jER7alm3mrpVPQ,HillV2,1.3633540000000002,103.7643204,4.0,1719.0,,"4 Hillview Rise, Singapore 667979",6PH59Q77+8P,9Q77+8P Singapore,Bukit Batok,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,HILLVIEW,BKSZ05,BUKIT BATOK,BK,WEST REGION,WR
10,ChIJ3bgnoTE92jER9pU0y9B6pmc,Bluestarmobiles.com,1.3318464,103.9463496,3.8,745.0,,"430 Upper Changi Rd, #01-50 East Village, Singapore 487048",6PH58WJW+PG,8WJW+PG Singapore,Bedok,,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,BEDOK NORTH,BDSZ04,BEDOK,BD,EAST REGION,ER
11,ChIJ4VaNqjkY2jER6ablrvwx_As,Guillemard Village,1.3099872,103.8823103,4.3,21.0,,"102 Guillemard Rd, Singapore 399719",6PH58V5J+XW,8V5J+XW Singapore,Geylang,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,ALJUNIED,GLSZ04,GEYLANG,GL,CENTRAL REGION,CR
12,ChIJ4xNBVeoB2jERKa-WgAPBBho,Snsexpress Shop,1.2462335,103.6146199,4.3,9.0,,"90 Tuas S Blvd, Singapore 637052",6PH56JW7+FR,6JW7+FR Singapore,Tuas,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,TUAS VIEW EXTENSION,TSSZ06,TUAS,TS,WEST REGION,WR
13,ChIJ58WuUbwP2jERmHrSoc33hp4,Sree Beauty & Bridal Services,1.3488912,103.6976302,3.9,1170.0,,"Gek Poh shopping centre Blk, 762 Jurong West Street 75, spore 640762",,8MXX+H3 Singapore,Jurong West,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
14,ChIJ58zgd34b2jERDEawXFNpWOE,NEWest,1.3164853,103.7573965,3.7,121.0,,"1 W Coast Dr, Newest, Singapore 128021",6PH58Q84+HX,8Q84+HX Singapore,Clementi,,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,WEST COAST,CLSZ05,CLEMENTI,CL,WEST REGION,WR
15,ChIJ5Qx1aOIb2jERwQsRlRdHaWM,HarbourFront Centre,1.2645768999999998,103.8203787,4.3,5243.0,,"1 Maritime Square, Singapore 099253",6PH57R7C+P3,7R7C+P3 Singapore,Bukit Merah,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
16,ChIJ5Rryfx0X2jERqvS-qax1mgE,Toa Payoh Mall,1.3327308,103.8492213,4.1,3199.0,,"185 Toa Payoh Central, Singapore 310185",6PH58RMX+3M,8RMX+3M Singapore,Toa Payoh,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,TOA PAYOH CENTRAL,TPSZ02,TOA PAYOH,TP,CENTRAL REGION,CR
17,ChIJ5SdSMZEZ2jERl25VbE5H6UE,Midpoint Orchard,1.3015694,103.8386083,3.8,586.0,,"220 Orchard Rd, Singapore 238852",6PH58R2Q+JC,8R2Q+JC Singapore,Orchard,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,SOMERSET,ORSZ03,ORCHARD,OR,CENTRAL REGION,CR
18,ChIJ5b9USLsZ2jERLHiICrHNYfY,Waterloo Centre,1.2988808,103.8520151,3.8,298.0,,"261 Waterloo St, Singapore 180261",6PH57VX2+HR,7VX2+HR Singapore,Rochor,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
19,ChIJ6Su1ag492jERIaHBpB7hOjA,Tampines Central Shopping Street,1.3556772,103.9452237,4.2,409.0,,"504 Tampines Central 1, Singapore 520504",6PH59W4W+73,9W4W+73 Singapore,Tampines,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,TAMPINES EAST,TMSZ02,TAMPINES,TM,EAST REGION,ER
20,ChIJ777jJQoZ2jERUSqAyBp_F2Y,Orchard Shopping Center,1.3015019,103.8378442,4.1,52.0,,"321 Orchard Rd, Singapore 238866",6PH58R2Q+J4,8R2Q+J4 Singapore,Orchard,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,SOMERSET,ORSZ03,ORCHARD,OR,CENTRAL REGION,CR
21,ChIJ78vtZqkR2jERKX0SUR60iGA,Beauty World Plaza,1.3418536,103.7761747,3.8,228.0,,"140 Upper Bukit Timah Rd, Singapore 588176",,8QRG+PF Singapore,Bukit Timah,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,ANAK BUKIT,BTSZ01,BUKIT TIMAH,BT,CENTRAL REGION,CR
22,ChIJ7ZKbbFUX2jERrjBRAy48RVI,The Poiz Centre,1.3312349,103.8681859,4.1,84.0,,"51 Upper Serangoon Rd, #01 - 27 THE POIZ CENTRE, Singapore 347697",6PH58VJ9+H9,8VJ9+H9 Singapore,Toa Payoh,,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,POTONG PASIR,TPSZ09,TOA PAYOH,TP,CENTRAL REGION,CR
23,ChIJ7dsyn5YZ2jERJyGBozOA-6o,UNO Premier Singapore,1.3028163,103.8400479,4.0,16.0,,"51 Cuppage Rd, Singapore 229469",6PH58R3R+42,8R3R+42 Singapore,Orchard,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,SOMERSET,ORSZ03,ORCHARD,OR,CENTRAL REGION,CR
24,ChIJ7wmqr1gZ2jERbXnj1LC2Mec,Sentosa Station Ticketing,1.2636519,103.8230065,3.9,13.0,,"113, 01-112/113 Telok Blangah Rd, Singapore 098585",6PH57R7F+F6,7R7F+F6 Singapore,Bukit Merah,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
25,ChIJ83fjadsR2jERGC3nsNM2g7s,Sunshine Place,1.3780144,103.739185,3.8,1131.0,,"475 Choa Chu Kang Ave 3, Singapore 680475",6PH59PHQ+6M,9PHQ+6M Singapore,Choa Chu Kang,,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,PENG SIANG,CKSZ04,CHOA CHU KANG,CK,WEST REGION,WR
26,ChIJ8SnE3rM92jERO9uVIxvDqTk,E!Hub @ Downtown East,1.3764492,103.9558526,4.3,1005.0,,"1 Pasir Ris Cl, Singapore 519599",6PH59XG4+H8,9XG4+H8 Singapore,Pasir Ris,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,PASIR RIS PARK,PRSZ04,PASIR RIS,PR,EAST REGION,ER
27,ChIJ9ZP56zkR2jERxb8cBhvJLq4,Jem Play Ground,1.3330285,103.7432048,4.5,15.0,,"50 Jurong Gateway Rd, Singapore 608549",6PH58PMV+48,8PMV+48 Singapore,Jurong East,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
28,ChIJ9w0kiK8X2jERloCYFp1bnwE,ICB shopping Centre,1.3546245,103.877831,3.1,32.0,,"6 Yio Chu Kang Rd, Singapore 545521",6PH59V3H+R4,9V3H+R4 Singapore,Hougang,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,KOVAN,HGSZ06,HOUGANG,HG,NORTH-EAST REGION,NER
29,ChIJA2SGu1IS2jERIK7uAEVAPHk,Woodlands Neighbourhood 3 Centre,1.4297386,103.7742314,4.1,189.0,,"1 Woodlands Street 31, Singapore 738581",6PH5CQHF+VM,CQHF+VM Singapore,Woodlands,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,WOODGROVE,WDSZ05,WOODLANDS,WD,NORTH REGION,NR
30,ChIJA9lVX8AF2jERJkcU5OBZuh0,HAQ Warehouse,1.3065159,103.6576395,4.1,18.0,,"28D Pioneer Sector 2, Singapore 628407",6PH58M45+J3,8M45+J3 Singapore,Pioneer,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,PIONEER SECTOR,PNSZ05,PIONEER,PN,WEST REGION,WR
31,ChIJAdjShIwZ2jERzJk4QojW0dE,Ming Arcade,1.3062561,103.8281069,3.8,131.0,,"21 Cuscaden Rd, Singapore 249720",6PH58R4H+G6,8R4H+G6 Singapore,Orchard,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,TANGLIN,ORSZ01,ORCHARD,OR,CENTRAL REGION,CR
32,ChIJB21X0wIZ2jER0qHaEr_qKVc,Ryan's Bistro,1.3030433,103.8529208,3.7,9.0,,"1 Rochor Canal Road, #04, 02F Sim Lim Square, Singapore 188504",6PH58W7F+2W,8W7F+2W Singapore,Rochor,,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,BENCOOLEN,RCSZ09,ROCHOR,RC,CENTRAL REGION,CR
33,ChIJB5uaq5cZ2jERlKfLlpFMZc8,Concorde Shopping Mall,1.3006018999999998,103.8420681,3.8,1286.0,,"100 Orchard Rd, Singapore 238840",6PH58R2R+6R,8R2R+6R Singapore,Orchard,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,SOMERSET,ORSZ03,ORCHARD,OR,CENTRAL REGION,CR
34,ChIJBZgPTLMi2jEROmmmSFcnxCU,Bedok Town Centre,1.3245204,103.9315976,4.2,846.0,,"Bedok North Street 1, Singapore",6PH58WFJ+RJ,8WFJ+RJ Singapore,Bedok,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,BEDOK NORTH,BDSZ04,BEDOK,BD,EAST REGION,ER
35,ChIJBe1nR0QEBBARewvYudV7Yww,Grandlink Square,1.3142114,103.8915989,3.6,341.0,,"511 Guillemard Rd, Singapore 399849",6PH58V7R+PH,8V7R+PH Singapore,Geylang,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,ALJUNIED,GLSZ04,GEYLANG,GL,CENTRAL REGION,CR
